-[ RECORD 1 ]------------------+-------------------------------------------------------------
case_number                    | I-200-25325-427879
job_title                      | ASSISTANT PROFESSOR - GEOGRAPHY
employer_name                  | South Dakota State University
secondary_entity_business_name | 
employer_phone                 | 16056885948
employer_poc_first_name        | JILENA
employer_poc_last_name         | FAITH
employer_poc_email             | JILENA.FAITH@SDSTATE.EDU
employer_poc_phone             | 16056886050
employer_poc_phone_ext         | 
worksite_address1              | SOUTH DAKOTA STATE UNIVERSITY
worksite_address2              | DEPARTMENT OF GEOGRAPHY & GEOSPATIAL SCIENCES
worksite_city                  | BROOKINGS
worksite_county                | 
lawfirm_name_business_name     | 
employer_address1              | Morrill Hall 315, Box 2201
employer_address2              | 
employer_city                  | Brookings
employer_state                 | SD
employer_postal_code           | 57007
begin_date                     | 2026-05-22
end_date                       | 2029-05-21
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | South Dakota State University
soc_code                       | 25-1064.00
h_1b_dependent                 | No
-[ RECORD 2 ]------------------+-------------------------------------------------------------
case_number                    | I-200-25325-427872
job_title                      | ASSISTANT PROFESSOR - RUMINANT NUTRITION
employer_name                  | South Dakota State University
secondary_entity_business_name | 
employer_phone                 | 16056885948
employer_poc_first_name        | JILENA
employer_poc_last_name         | FAITH
employer_poc_email             | JILENA.FAITH@SDSTATE.EDU
employer_poc_phone             | 16056886050
employer_poc_phone_ext         | 
worksite_address1              | SOUTH DAKOTA STATE UNIVERSITY
worksite_address2              | DEPARTMENT OF ANIMAL SCIENCE
worksite_city                  | BROOKINGS
worksite_county                | 
lawfirm_name_business_name     | 
employer_address1              | Morrill Hall 315, Box 2201
employer_address2              | 
employer_city                  | Brookings
employer_state                 | SD
employer_postal_code           | 57007
begin_date                     | 2026-05-22
end_date                       | 2029-05-21
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | South Dakota State University
soc_code                       | 25-1041.00
h_1b_dependent                 | No
-[ RECORD 3 ]------------------+-------------------------------------------------------------
case_number                    | I-200-25346-479894
job_title                      | Software Developer
employer_name                  | Seven Seas Technologies Inc
secondary_entity_business_name | South Dakota Department of Social Services
employer_phone                 | 16365309286
employer_poc_first_name        | Debra
employer_poc_last_name         | Thomas
employer_poc_email             | debbiet@S2Tech.com
employer_poc_phone             | 16364891135
employer_poc_phone_ext         | 
worksite_address1              | 700 Governors Drive
worksite_address2              | 
worksite_city                  | Pierre
worksite_county                | 
lawfirm_name_business_name     | MusilloUnkenholt LLC
employer_address1              | 720 Spirit 40 Park Drive
employer_address2              | 
employer_city                  | Chesterfield
employer_state                 | MO
employer_postal_code           | 63005
begin_date                     | 2026-05-11
end_date                       | 2029-05-10
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Seven Seas Technologies Inc
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 4 ]------------------+-------------------------------------------------------------
case_number                    | I-200-25323-421568
job_title                      | ASSISTANT PROFESSOR - STATISTICS
employer_name                  | South Dakota State University
secondary_entity_business_name | 
employer_phone                 | 16056885948
employer_poc_first_name        | JILENA
employer_poc_last_name         | FAITH
employer_poc_email             | JILENA.FAITH@SDSTATE.EDU
employer_poc_phone             | 16056886050
employer_poc_phone_ext         | 
worksite_address1              | SOUTH DAKOTA STATE UNIVERSITY
worksite_address2              | DEPARTMENT OF MATHEMATICS AND STATISTICS
worksite_city                  | BROOKINGS
worksite_county                | 
lawfirm_name_business_name     | 
employer_address1              | Morrill Hall 315, Box 2201
employer_address2              | 
employer_city                  | Brookings
employer_state                 | SD
employer_postal_code           | 57007
begin_date                     | 2026-01-05
end_date                       | 2029-01-04
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | South Dakota State University
soc_code                       | 25-1022.00
h_1b_dependent                 | No
-[ RECORD 5 ]------------------+-------------------------------------------------------------
case_number                    | I-200-25328-433343
job_title                      | RESEARCH ASSOCIATE I
employer_name                  | South Dakota State University
secondary_entity_business_name | 
employer_phone                 | 16056885948
employer_poc_first_name        | JILENA
employer_poc_last_name         | FAITH
employer_poc_email             | JILENA.FAITH@SDSTATE.EDU
employer_poc_phone             | 16056886050
employer_poc_phone_ext         | 
worksite_address1              | SOUTH DAKOTA STATE UNIVERSITY
worksite_address2              | DEPARTMENT OF GEOGRAPHY AND GEOSPATIAL SCIENCES
worksite_city                  | BROOKINGS
worksite_county                | 
lawfirm_name_business_name     | 
employer_address1              | Morrill Hall 315, Box 2201
employer_address2              | 
employer_city                  | Brookings
employer_state                 | SD
employer_postal_code           | 57007
begin_date                     | 2026-01-02
end_date                       | 2029-01-01
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 1
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | South Dakota State University
soc_code                       | 19-2099.01
h_1b_dependent                 | No
-[ RECORD 6 ]------------------+-------------------------------------------------------------
case_number                    | I-200-25223-233437
job_title                      | Research Associate III
employer_name                  | South Dakota State University
secondary_entity_business_name | 
employer_phone                 | 16056885948
employer_poc_first_name        | JILENA
employer_poc_last_name         | FAITH
employer_poc_email             | JILENA.FAITH@SDSTATE.EDU
employer_poc_phone             | 16056886050
employer_poc_phone_ext         | 
worksite_address1              | SOUTH DAKOTA STATE UNIVERSITY
