-[ RECORD 1 ]------------------+----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25273-346204
job_title                      | Sr. Software Developer
employer_name                  | Technosoft Group Inc
secondary_entity_business_name | MASSACHUSETTS DEPARTMENT OF TRANSPORTATION
employer_phone                 | 19452449906
employer_poc_first_name        | Suchit
employer_poc_last_name         | Ineni
employer_poc_email             | hr@technosoftgroup.com
employer_poc_phone             | 19452449906
employer_poc_phone_ext         | 
worksite_address1              | 10 PARK PLAZA  4160
worksite_address2              | 
worksite_city                  | BOSTON
worksite_county                | 
lawfirm_name_business_name     | THE LAW FIRM OF SIM PARVATHANENI & BROWN PLLC
employer_address1              | 2300 Valley View Ln
employer_address2              | Suite 380
employer_city                  | Irving
employer_state                 | TX
employer_postal_code           | 75062
begin_date                     | 2026-02-26
end_date                       | 2029-02-25
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Technosoft Group Inc
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 2 ]------------------+----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25232-255467
job_title                      | SR. NETWORK ENGINEER
employer_name                  | BEEJAUM TECHNOLOGY GROUP INC
secondary_entity_business_name | MASSACHUSETTS DEPARTMENT OF TRANSPORTATION (MASSDOT)
employer_phone                 | 16092692588
employer_poc_first_name        | RAJENDER
employer_poc_last_name         | BADINENI
employer_poc_email             | RAJ@BEEJAUM.COM
employer_poc_phone             | 16092692588
employer_poc_phone_ext         | 
worksite_address1              | 185 KNEELAND STREET
worksite_address2              | 
worksite_city                  | BOSTON
worksite_county                | 
lawfirm_name_business_name     | LAW OFFICE OF THOMAS V. ALLEN PLLC.
employer_address1              | 100 OVERLOOK CENTER
employer_address2              | 2ND FLOOR
employer_city                  | PRINCETON
employer_state                 | NJ
employer_postal_code           | 08540
begin_date                     | 2026-02-09
end_date                       | 2029-02-08
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | BEEJAUM TECHNOLOGY GROUP INC
soc_code                       | 15-1241.00
h_1b_dependent                 | No
-[ RECORD 3 ]------------------+----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25252-296084
job_title                      | Security Engineer/Firewall Administrator
employer_name                  | Insight Global LLC
secondary_entity_business_name | State of Massachusetts
employer_phone                 | 14043282269
employer_poc_first_name        | Juliana
employer_poc_last_name         | Dimaline
employer_poc_email             | Juliana.Dimaline@InsightGlobal.com
employer_poc_phone             | 14043282269
employer_poc_phone_ext         | 
worksite_address1              | 200 Arlington St.
worksite_address2              | 
worksite_city                  | Chelsea
worksite_county                | 
lawfirm_name_business_name     | Graham & Ketkar PLLC
employer_address1              | 1224 Hammond Drive
employer_address2              | STE 1500
employer_city                  | Atlanta
employer_state                 | GA
employer_postal_code           | 30346
begin_date                     | 2026-01-16
end_date                       | 2029-01-15
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 1
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Insight Global LLC
soc_code                       | 15-1212.00
h_1b_dependent                 | No
-[ RECORD 4 ]------------------+----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25188-155924
job_title                      | SOFTWARE ENGINEER
employer_name                  | DOTCOM TEAM LLC
secondary_entity_business_name | MASSACHUSETTS STATE RETIREMENT BOARD (TELECOMMUTING)
employer_phone                 | 17818483867
employer_poc_first_name        | TSHERING
employer_poc_last_name         | SHAKYA
employer_poc_email             | TSHERING@DOTCOM-TEAM.COM
employer_poc_phone             | 17818483867
employer_poc_phone_ext         | 
worksite_address1              | 292 MARRETT ROAD
worksite_address2              | 
worksite_city                  | LEXINGTON
worksite_county                | 
lawfirm_name_business_name     | MADAN & SAIGAL LLC
employer_address1              | 325 WOOD ROAD
employer_address2              | SUITE 103
employer_city                  | BRAINTREE
employer_state                 | MA
employer_postal_code           | 02184
begin_date                     | 2025-12-12
end_date                       | 2028-12-11
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | DOTCOM TEAM LLC
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 5 ]------------------+----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25155-050179
job_title                      | Clinician
employer_name                  | Riverside Community Care Inc
secondary_entity_business_name | Needham Police Department (community embedded role through Mobile Crisis Intervention Program)
employer_phone                 | 17813209136
employer_poc_first_name        | Sharon
employer_poc_last_name         | Chevalier
employer_poc_email             | schevalier@riversidecc.org
employer_poc_phone             | 17816103177
employer_poc_phone_ext         | 
worksite_address1              | 99 School Street
worksite_address2              | 
worksite_city                  | Needham
worksite_county                | NEEDHAM
lawfirm_name_business_name     | Mandell Law Offices LLC
employer_address1              | 270 Bridge Street
employer_address2              | Suite 301
employer_city                  | Dedham
employer_state                 | MA
employer_postal_code           | 02026
begin_date                     | 2025-10-17
end_date                       | 2028-10-16
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 1
employer_name                  | Riverside Community Care Inc
soc_code                       | 21-1014
h_1b_dependent                 | No
-[ RECORD 6 ]------------------+----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25174-118976
job_title                      | BI Analyst
employer_name                  | Spark Technologies Inc
secondary_entity_business_name | State of Massachusetts
employer_phone                 | 18609566187
employer_poc_first_name        | Brianna
employer_poc_last_name         | Meredith
employer_poc_email             | immigration@sparktechcorp.com
employer_poc_phone             | 18609566187
employer_poc_phone_ext         | 
worksite_address1              | 100 Hancock St
worksite_address2              | 
worksite_city                  | Quincy
worksite_county                | NORFOLK
lawfirm_name_business_name     | BBI Law Group PC
employer_address1              | 750 Main St
employer_address2              | Suite 1500
employer_city                  | Hartford
employer_state                 | CT
employer_postal_code           | 06103
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Spark Technologies Inc
soc_code                       | 15-2051.01
h_1b_dependent                 | Yes
-[ RECORD 7 ]------------------+----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25172-118535
job_title                      | BI Analyst
employer_name                  | Spark Technologies Inc
secondary_entity_business_name | State of Massachusetts
employer_phone                 | 18609566187
employer_poc_first_name        | Brianna
employer_poc_last_name         | Meredith
employer_poc_email             | immigration@sparktechcorp.com
employer_poc_phone             | 18609566187
employer_poc_phone_ext         | 
worksite_address1              | 100 Hancock St
worksite_address2              | 
worksite_city                  | Quincy
worksite_county                | NORFOLK
lawfirm_name_business_name     | BBI Law Group PC
employer_address1              | 750 Main St
employer_address2              | Suite 1500
employer_city                  | Hartford
employer_state                 | CT
employer_postal_code           | 06103
begin_date                     | 2025-10-01
end_date                       | 2028-09-30
total_worker_positions         | 1
new_employment                 | 1
continued_employment           | 0
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | Spark Technologies Inc
soc_code                       | 15-2051.01
h_1b_dependent                 | Yes
-[ RECORD 8 ]------------------+----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25198-180872
job_title                      | Web Technology Consultant
employer_name                  | MOURI Tech LLC
secondary_entity_business_name | Boston Police Department
employer_phone                 | 19727561500
employer_poc_first_name        | Anil
employer_poc_last_name         | Yerramreddy
employer_poc_email             | Immigration@mouritech.com
employer_poc_phone             | 12149606924
employer_poc_phone_ext         | 
worksite_address1              | 1 Schroeder Plaza
worksite_address2              | 
worksite_city                  | Boston
worksite_county                | 
lawfirm_name_business_name     | Fragomen Del Rey Bernsen & Loewy LLP
employer_address1              | 1183 W. John Carpenter Freeway
employer_address2              | 
employer_city                  | Irving
employer_state                 | TX
employer_postal_code           | 75039
begin_date                     | 2025-09-10
end_date                       | 2028-09-09
total_worker_positions         | 1
new_employment                 | 0
continued_employment           | 1
change_previous_employment     | 0
new_concurrent_employment      | 0
change_employer                | 0
amended_petition               | 0
employer_name                  | MOURI Tech LLC
soc_code                       | 15-1252.00
h_1b_dependent                 | Yes
-[ RECORD 9 ]------------------+----------------------------------------------------------------------------------------------------------
case_number                    | I-200-25100-851599
job_title                      | SOFTWARE DEVELOPER
employer_name                  | ANDHUS TECHNOLOGIES INC
